Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
300878,工业,医药制造业,医药制造业,Pharmaceutical industry
300879,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300880,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300881,工业,金属制品业,金属制品业,Metal product industry
300882,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300883,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
300884,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300885,工业,金属制品业,金属制品业,Metal product industry
300886,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300887,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300888,工业,纺织业,纺织业,Textile industry
300889,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300890,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
300891,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300892,商业,零售业,零售业,Retail industry
300893,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300894,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300895,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300896,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300897,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
300898,工业,食品制造业,食品制造业,Food manufacturing industry
300899,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300900,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300901,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300902,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
300903,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300905,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300906,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300907,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300908,工业,食品制造业,食品制造业,Food manufacturing industry
300909,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300910,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300911,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300912,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300913,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300915,工业,食品制造业,食品制造业,Food manufacturing industry
300916,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
300917,房地产,房地产业,房地产业,Real estate
300918,工业,纺织业,纺织业,Textile industry
300919,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300920,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
300921,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
300922,工业,其他制造业,其他制造业,Other manufacturing industries
300923,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
300925,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
300926,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
300927,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
300928,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
300929,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
300930,工业,有色金属矿采选业,废弃资源综合利用业,Non-ferrous metals mining and dressing
300931,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
300932,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
300933,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
